0	0	1.92875e-22
0	0.0625	6.76036e-20
0	0.125	1.08486e-17
0	0.1875	7.97041e-16
0	0.25	2.681e-14
0	0.3125	4.12878e-13
0	0.375	2.91107e-12
0	0.4375	9.39705e-12
0	0.5	1.38879e-11
0	0.5625	9.39705e-12
0	0.625	2.91107e-12
0	0.6875	4.12878e-13
0	0.75	2.681e-14
0	0.8125	7.97041e-16
0	0.875	1.08486e-17
0	0.9375	6.76036e-20
0.0625	0	6.76036e-20
0.0625	0.0625	2.36954e-17
0.0625	0.125	3.80247e-15
0.0625	0.1875	2.79367e-13
0.0625	0.25	9.39705e-12
0.0625	0.3125	1.44716e-10
0.0625	0.375	1.02035e-09
0.0625	0.4375	3.29371e-09
0.0625	0.5	4.86779e-09
0.0625	0.5625	3.29371e-09
0.0625	0.625	1.02035e-09
0.0625	0.6875	1.44716e-10
0.0625	0.75	9.39705e-12
0.0625	0.8125	2.79367e-13
0.0625	0.875	3.80247e-15
0.0625	0.9375	2.36954e-17
0.125	0	1.08486e-17
0.125	0.0625	3.80247e-15
0.125	0.125	6.10194e-13
0.125	0.1875	4.48308e-11
0.125	0.25	1.50797e-09
0.125	0.3125	2.32229e-08
0.125	0.375	1.63738e-07
0.125	0.4375	5.28552e-07
0.125	0.5	7.81149e-07
0.125	0.5625	5.28552e-07
0.125	0.625	1.63738e-07
0.125	0.6875	2.32229e-08
0.125	0.75	1.50797e-09
0.125	0.8125	4.48308e-11
0.125	0.875	6.10194e-13
0.125	0.9375	3.80247e-15
0.1875	0	7.97041e-16
0.1875	0.0625	2.79367e-13
0.1875	0.125	4.48308e-11
0.1875	0.1875	3.29371e-09
0.1875	0.25	1.1079e-07
0.1875	0.3125	1.70619e-06
0.1875	0.375	1.20298e-05
0.1875	0.4375	3.88326e-05
0.1875	0.5	5.73909e-05
0.1875	0.5625	3.88326e-05
0.1875	0.625	1.20298e-05
0.1875	0.6875	1.70619e-06
0.1875	0.75	1.1079e-07
0.1875	0.8125	3.29371e-09
0.1875	0.875	4.48308e-11
0.1875	0.9375	2.79367e-13
0.25	0	2.681e-14
0.25	0.0625	9.39705e-12
0.25	0.125	1.50797e-09
0.25	0.1875	1.1079e-07
0.25	0.25	3.72665e-06
0.25	0.3125	5.73909e-05
0.25	0.375	0.000404645
0.25	0.4375	0.00130621
0.25	0.5	0.00193045
0.25	0.5625	0.00130621
0.25	0.625	0.000404645
0.25	0.6875	5.73909e-05
0.25	0.75	3.72665e-06
0.25	0.8125	1.1079e-07
0.25	0.875	1.50797e-09
0.25	0.9375	9.39705e-12
0.3125	0	4.12878e-13
0.3125	0.0625	1.44716e-10
0.3125	0.125	2.32229e-08
0.3125	0.1875	1.70619e-06
0.3125	0.25	5.73909e-05
0.3125	0.3125	0.000883826
0.3125	0.375	0.00623158
0.3125	0.4375	0.0201158
0.3125	0.5	0.0297292
0.3125	0.5625	0.0201158
0.3125	0.625	0.00623158
0.3125	0.6875	0.000883826
0.3125	0.75	5.73909e-05
0.3125	0.8125	1.70619e-06
0.3125	0.875	2.32229e-08
0.3125	0.9375	1.44716e-10
0.375	0	2.91107e-12
0.375	0.0625	1.02035e-09
0.375	0.125	1.63738e-07
0.375	0.1875	1.20298e-05
0.375	0.25	0.000404645
0.375	0.3125	0.00623158
0.375	0.375	0.0439369
0.375	0.4375	0.14183
0.375	0.5	0.209611
0.375	0.5625	0.14183
0.375	0.625	0.0439369
0.375	0.6875	0.00623158
0.375	0.75	0.000404645
0.375	0.8125	1.20298e-05
0.375	0.875	1.63738e-07
0.375	0.9375	1.02035e-09
0.4375	0	9.39705e-12
0.4375	0.0625	3.29371e-09
0.4375	0.125	5.28552e-07
0.4375	0.1875	3.88326e-05
0.4375	0.25	0.00130621
0.4375	0.3125	0.0201158
0.4375	0.375	0.14183
0.4375	0.4375	0.457833
0.4375	0.5	0.676634
0.4375	0.5625	0.457833
0.4375	0.625	0.14183
0.4375	0.6875	0.0201158
0.4375	0.75	0.00130621
0.4375	0.8125	3.88326e-05
0.4375	0.875	5.28552e-07
0.4375	0.9375	3.29371e-09
0.5	0	1.38879e-11
0.5	0.0625	4.86779e-09
0.5	0.125	7.81149e-07
0.5	0.1875	5.73909e-05
0.5	0.25	0.00193045
0.5	0.3125	0.0297292
0.5	0.375	0.209611
0.5	0.4375	0.676634
0.5	0.5	1
0.5	0.5625	0.676634
0.5	0.625	0.209611
0.5	0.6875	0.0297292
0.5	0.75	0.00193045
0.5	0.8125	5.73909e-05
0.5	0.875	7.81149e-07
0.5	0.9375	4.86779e-09
0.5625	0	9.39705e-12
0.5625	0.0625	3.29371e-09
0.5625	0.125	5.28552e-07
0.5625	0.1875	3.88326e-05
0.5625	0.25	0.00130621
0.5625	0.3125	0.0201158
0.5625	0.375	0.14183
0.5625	0.4375	0.457833
0.5625	0.5	0.676634
0.5625	0.5625	0.457833
0.5625	0.625	0.14183
0.5625	0.6875	0.0201158
0.5625	0.75	0.00130621
0.5625	0.8125	3.88326e-05
0.5625	0.875	5.28552e-07
0.5625	0.9375	3.29371e-09
0.625	0	2.91107e-12
0.625	0.0625	1.02035e-09
0.625	0.125	1.63738e-07
0.625	0.1875	1.20298e-05
0.625	0.25	0.000404645
0.625	0.3125	0.00623158
0.625	0.375	0.0439369
0.625	0.4375	0.14183
0.625	0.5	0.209611
0.625	0.5625	0.14183
0.625	0.625	0.0439369
0.625	0.6875	0.00623158
0.625	0.75	0.000404645
0.625	0.8125	1.20298e-05
0.625	0.875	1.63738e-07
0.625	0.9375	1.02035e-09
0.6875	0	4.12878e-13
0.6875	0.0625	1.44716e-10
0.6875	0.125	2.32229e-08
0.6875	0.1875	1.70619e-06
0.6875	0.25	5.73909e-05
0.6875	0.3125	0.000883826
0.6875	0.375	0.00623158
0.6875	0.4375	0.0201158
0.6875	0.5	0.0297292
0.6875	0.5625	0.0201158
0.6875	0.625	0.00623158
0.6875	0.6875	0.000883826
0.6875	0.75	5.73909e-05
0.6875	0.8125	1.70619e-06
0.6875	0.875	2.32229e-08
0.6875	0.9375	1.44716e-10
0.75	0	2.681e-14
0.75	0.0625	9.39705e-12
0.75	0.125	1.50797e-09
0.75	0.1875	1.1079e-07
0.75	0.25	3.72665e-06
0.75	0.3125	5.73909e-05
0.75	0.375	0.000404645
0.75	0.4375	0.00130621
0.75	0.5	0.00193045
0.75	0.5625	0.00130621
0.75	0.625	0.000404645
0.75	0.6875	5.73909e-05
0.75	0.75	3.72665e-06
0.75	0.8125	1.1079e-07
0.75	0.875	1.50797e-09
0.75	0.9375	9.39705e-12
0.8125	0	7.97041e-16
0.8125	0.0625	2.79367e-13
0.8125	0.125	4.48308e-11
0.8125	0.1875	3.29371e-09
0.8125	0.25	1.1079e-07
0.8125	0.3125	1.70619e-06
0.8125	0.375	1.20298e-05
0.8125	0.4375	3.88326e-05
0.8125	0.5	5.73909e-05
0.8125	0.5625	3.88326e-05
0.8125	0.625	1.20298e-05
0.8125	0.6875	1.70619e-06
0.8125	0.75	1.1079e-07
0.8125	0.8125	3.29371e-09
0.8125	0.875	4.48308e-11
0.8125	0.9375	2.79367e-13
0.875	0	1.08486e-17
0.875	0.0625	3.80247e-15
0.875	0.125	6.10194e-13
0.875	0.1875	4.48308e-11
0.875	0.25	1.50797e-09
0.875	0.3125	2.32229e-08
0.875	0.375	1.63738e-07
0.875	0.4375	5.28552e-07
0.875	0.5	7.81149e-07
0.875	0.5625	5.28552e-07
0.875	0.625	1.63738e-07
0.875	0.6875	2.32229e-08
0.875	0.75	1.50797e-09
0.875	0.8125	4.48308e-11
0.875	0.875	6.10194e-13
0.875	0.9375	3.80247e-15
0.9375	0	6.76036e-20
0.9375	0.0625	2.36954e-17
0.9375	0.125	3.80247e-15
0.9375	0.1875	2.79367e-13
0.9375	0.25	9.39705e-12
0.9375	0.3125	1.44716e-10
0.9375	0.375	1.02035e-09
0.9375	0.4375	3.29371e-09
0.9375	0.5	4.86779e-09
0.9375	0.5625	3.29371e-09
0.9375	0.625	1.02035e-09
0.9375	0.6875	1.44716e-10
0.9375	0.75	9.39705e-12
0.9375	0.8125	2.79367e-13
0.9375	0.875	3.80247e-15
0.9375	0.9375	2.36954e-17
